"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"250","DL-NW","NDR Fuchsberg|FMT Bredstedt|Silberstedt|FMT Schleswig|Kiel 1|Kiel 2|Heiligenhafen|FMT Heide|Kronprinzenkoog|Itzehoe|Lubeck 1|Lubeck 2|Ludersdorf|Ahrensburg|Grosshansdorf|Lutjensee|Hamburg-Lokstedt|Stade|Hamburg|Bremervorde|Geesthacht|Basedow|Winsen|Buchholz|Luneburg|Bremerhaven|Dammer Berge|Osnabruck 1|Osnabruck 2|Osnabruck 3|Rheine|Herford|Schoppingen|Legden|Stadtlohn|Rees","439.82500|438.55000|439.92500|438.53750|438.42500|439.48750|438.87500|438.33750|439.97500|439.87500|439.95000|438.41250|439.96250|439.50000|439.52500|438.52500|439.56250|438.80000|438.92500|438.46250|438.55000|438.83750|439.03750|438.68375|438.50000|439.88750|439.52500|145.71250|439.95000|439.56250|438.51250|439.01250|439.48750|438.46250|438.36250|438.42500","430.42500|430.95000|430.52500|430.93750|430.82500|431.88750|431.27500|430.73750|430.57500|430.47500|430.55000|430.81250|430.56250|431.90000|431.92500|430.92500|431.96250|431.20000|431.32500|430.86250|430.95000|431.23750|431.43750|431.03750|430.90000|430.48750|431.92500|145.11250|430.55000|431.96250|430.91250|431.41250|431.88750|430.86250|430.76250|430.82500","Off","Off","Off","","","Off","","","Selected","2.0","3.0","3.1","3.1"
