"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind"
"318","Gladsax 2","434.88750","432.88750","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"319","Hallandsas","145.78750","145.18750","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"320","Helsingborg 1 S","145.65000","145.05000","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"321","Helsingborg 2","434.60000","432.60000","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"322","Helsingborg 3","434.65000","432.65000","D+A TX D","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Always","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","On","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"323","Hultsfred","145.76250","145.06250","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"324","Huskvarna","434.75000","432.75000","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"325","Hassleholm","145.76250","145.16250","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"326","Hoor","434.91250","432.91250","D-Digital","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Always","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"327","Jonkoping 2","145.75000","145.15000","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"328","Jonkoping 3","434.97500","432.97500","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"329","Karlskrona 1","145.75000","145.15000","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"330","Karlskrona 2","434.75000","432.75000","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"331","Kristianstad 1 S","145.73750","145.13750","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"332","Kristianstad 2","434.52500","432.52500","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"333","Linderod","145.58750","144.98750","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","14","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"334","Linneryd S","145.40000","145.40000","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"335","Ljungby","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"336","Lund 1","145.77500","145.17500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"337","Lund 2","434.58750","432.58750","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"338","Lund 3","434.72500","432.72500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","On","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"339","Lonsboda","434.90000","433.30000","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"340","Malmo","434.77500","432.77500","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"341","Morbylanga S","145.62500","145.02500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"342","Morrum","434.82500","432.82500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"343","Nybro","145.68750","145.08750","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"344","Nassjo 1","145.58750","144.98750","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"345","Nassjo 2","145.65000","145.05000","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"346","Nassjo 3","434.85000","432.85000","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"347","Nassjo 4","434.90000","432.90000","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"348","Olofstrom","145.70000","145.10000","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"349","Oskarshamn 1","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"350","Oskarshamn 2","434.72500","432.72500","A-Analog","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"351","Sjobo","434.92500","432.92500","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"352","Spjutsbygd 1 S","145.72500","145.12500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"353","Spjutsbygd 2","434.87500","432.87500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"354","Svangsta","434.92500","432.92500","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"355","Savsjo","434.52500","432.52500","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"356","Sodra Vi","434.66250","432.66250","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"357","Solvesborg","434.40000","434.40000","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"358","Tomelilla","434.63750","432.63750","D+A TX D","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Always","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"359","Vetlanda 1","145.62500","145.02500","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"360","Vetlanda 2","434.62500","432.62500","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"361","Vitaby","145.61250","145.01250","A-Analog","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"362","Varnamo 1","145.60000","145.00000","A-Analog","Mid","12.5K","Off","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"363","Varnamo 2","434.60000","432.00000","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"364","Vastervik 1","145.67500","145.07500","A-Analog","Mid","12.5K","77.0","77.0","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"365","Vastervik 2","434.67500","432.07500","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"366","Vaxjo 1 S","145.67500","145.07500","A-Analog","Mid","12.5K","156.7","156.7","Regional SM7","Group Call","2407","N0CALL First_name","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"367","Vaxjo 2","434.70000","432.70000","D-Digital","Mid","12.5K","Off","Off","Regional SM7","Group Call","2407","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"368","Orkelljunga","434.97500","432.97500","D+A TX D","Mid","12.5K","79.7","79.7","Regional SM7","Group Call","2407","N0CALL First_name","Always","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"369","Aalgaard","434.95000","432.95000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"370","Aamot","434.70000","432.70000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"371","Aasbygda","434.81250","432.81250","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"372","Bardufoss","434.65000","432.65000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"373","Bergen","434.82500","432.82500","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"374","Bronnoysund","434.97500","432.97500","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"375","Drammen","434.52500","432.52500","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"376","Egersund","145.58750","144.98750","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"377","Fauske","434.95000","432.95000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"378","Follo","434.90000","432.90000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"379","Geilo","434.65000","432.65000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"380","Grimstad","434.70000","432.70000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"381","Harstad","434.80000","432.80000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"382","Haueheia","145.16250","145.76250","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"383","Hurdal","434.87500","432.87500","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"384","Hvittingen","434.65000","432.65000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"385","Kolsas","434.92500","432.92500","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"386","Kongsberg","434.83750","432.83750","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"387","Kongsvinger 1","434.62500","432.62500","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"388","Kongsvinger 2","434.71250","432.71250","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"389","Mo i Rana","434.85000","432.85000","D-Digital","Mid","12.5K","Off","Off","Norway","Group Call","242","N0CALL First_name","Always","Carrier","Off","1","1","1","Off","1","2","LA","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
