"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"249","PA","Leeuwarden|Hoorn|Zwolle|Almere|Deventer|Den Haag|Ijsselstein|Nijmegen|Groesbeek 1|Groesbeek 2|Dordrecht|Gennep|Breda|Bladel|Maastricht|Heerlen - Noord|Kerkrade|Leiden","438.40000|438.01250|438.15000|438.02500|430.36250|438.20000|438.35000|438.31250|145.71250|438.41250|438.08750|438.02500|430.32500|438.30000|438.15000|438.26250|438.37500|430.05000","430.80000|430.41250|430.55000|430.42500|431.96250|430.60000|430.75000|430.71250|145.11250|430.81250|430.48750|430.42500|431.92500|430.70000|430.55000|430.66250|430.77500|431.65000","Off","Off","Off","","","Off","","","Selected","2.0","3.0","3.1","3.1"
